smiles,FishAT,group,catergory
O=c1ccc(Cl)c[nH]1,1,valid,aryl chlorine substituent
Clc1ccc(CNC2CCCC2)cc1,1,valid,aryl chlorine substituent
Clc1ccc(Oc2cccc(Cl)c2)cc1,1,test,aryl chlorine substituent
O=c1ccn(-c2ccc(Cl)cc2)[nH]1,1,train,aryl chlorine substituent
O=c1cccc(Cl)[nH]1,1,train,aryl chlorine substituent
Clc1cccc(Cl)c1Nc1ccccc1,1,train,aryl chlorine substituent
FC(F)(F)COc1cccnc1Cl,1,train,aryl chlorine substituent
Fc1ccc(C(F)(F)F)cc1Cl,1,train,aryl chlorine substituent
N=C(NCCCCCCN(C(=N)N)C(=N)Nc1ccc(Cl)cc1)NC(=N)Nc1ccc(Cl)cc1,1,train,aryl chlorine substituent
NC(=O)c1ccc(Cl)c(N)c1,1,train,aryl chlorine substituent
Nc1c(Cl)cc(C(F)(F)F)cc1Cl,1,train,aryl chlorine substituent
Nc1c(Cl)ccc(Cl)c1Cl,1,train,aryl chlorine substituent
Nc1cc(Cl)c(Cl)c(Cl)c1Cl,1,train,aryl chlorine substituent
Nc1cc(Cl)ccc1Oc1ccc(Cl)cc1Cl,1,train,aryl chlorine substituent
Nc1ccc(Cl)cc1O,1,train,aryl chlorine substituent
O=C(O)COc1ccc(Cl)c2cccnc12,1,train,aryl chlorine substituent
OC(Cn1ccnc1)c1ccc(Cl)cc1Cl,1,train,aryl chlorine substituent
OCC1COC(Cn2ccnc2)(c2ccc(Cl)cc2Cl)O1,1,train,aryl chlorine substituent
OCc1ccc(Cl)cc1Cl,1,train,aryl chlorine substituent
O=C(OO)c1cccc(Cl)c1,1,train,aryl chlorine substituent
Oc1cc(Cl)cc(Br)c1,1,train,aryl chlorine substituent
O=[N+]([O-])c1cc(Cl)c(OC(F)(F)C(F)C(F)(F)F)cc1Cl,1,train,aryl chlorine substituent
O=[N+]([O-])c1cc(Cl)cc(Cl)c1,1,train,aryl chlorine substituent
O=[N+]([O-])c1cc(Cl)cc(Cl)c1[N+](=O)[O-],1,train,aryl chlorine substituent
O=[N+]([O-])c1ccc(Cl)cc1Cl,1,train,aryl chlorine substituent
O=[N+]([O-])c1ccccc1-c1ccc(Cl)cc1,1,train,aryl chlorine substituent
O=S(=O)(O)c1cc(Nc2nc(Cl)nc(Nc3ccc(Nc4nc(Cl)nc(Nc5cc(S(=O)(=O)O)cc6cc(S(=O)(=O)O)c(N=Nc7ccccc7S(=O)(=O)O)c(O)c56)n4)cc3)n2)c2c(O)c(N=Nc3ccccc3S(=O)(=O)O)c(S(=O)(=O)O)cc2c1,1,train,aryl chlorine substituent
O=S(=O)(O)CCS(=O)(=O)c1ccc(N2CCC(c3ccc(Cl)cc3)=N2)cc1,1,train,aryl chlorine substituent
O=C(O)CNC(=O)N1CCc2cc(S(=O)(=O)N3CCN(c4cccc(Cl)c4)CC3)ccc21,1,train,aryl chlorine substituent
Cc1nn(-c2cccc(Cl)c2)c(O)c1N=Nc1cc(S(=O)(=O)O)cc([N+](=O)[O-])c1O,1,train,aryl chlorine substituent
Cn1cc(Cl)c(COc2ccc3nc(C4CCCCC4C(=O)O)n(Cc4ccc(Br)cc4)c3c2)n1,1,train,aryl chlorine substituent
CC1Cn2c(nnc2-c2cnccn2)C(=O)N1Cc1cc(N)ccc1Cl,1,train,aryl chlorine substituent
CCN1OCC(NC(=O)c2ccc(C3=NOC(c4cc(Cl)c(F)c(Cl)c4)(C(F)(F)F)C3)cc2C)C1=O,1,train,aryl chlorine substituent
CC(C)(C)OC(=O)Nc1ccc(Oc2cc(N3CCN(Cc4ccccc4-c4ccc(Cl)cc4)CC3)ccc2C(=O)NS(=O)(=O)c2ccc(NCC3CCOCC3)c([N+](=O)[O-])c2)cc1,1,valid,aryl chlorine substituent
NC(=O)Nc1cc(Nc2nc(Cl)nc(Nc3ccc(S(=O)(=O)CCOS(=O)(=O)O)cc3)n2)ccc1N=Nc1cc2c(S(=O)(=O)O)cc(S(=O)(=O)O)cc2cc1S(=O)(=O)O,0,train,aryl chlorine substituent
FC(F)(F)c1ccc(Cl)cc1,1,train,aryl chlorine substituent
Oc1ccn(-c2ccc(Cl)cc2)n1,1,train,aryl chlorine substituent
Fc1c(Cl)cc(Br)cc1Cl,1,train,aryl chlorine substituent
COC(=O)COc1nc(F)c(Cl)c(N)c1Cl,1,train,aryl chlorine substituent
CC1=NN(c2cccc(S(=O)(=O)O)c2)C(=O)C1N=Nc1cc(Cl)c(Cl)cc1S(=O)(=O)O,0,valid,aryl chlorine substituent
Cc1c(C(F)(F)F)ccc2c1nc(Cc1c(Cl)ccc(C(=O)N3CCC(C(=O)O)CC3)c1Cl)n2C,1,test,aryl chlorine substituent
CCOC(=O)C1CC(OS(=O)(=O)c2ccccc2)=NN1c1ncccc1Cl,1,train,aryl chlorine substituent
CCCCCCCCCCCCOC(=O)Nc1ccc(S(=O)(=O)O)c(N=NC2C(=O)N(c3cc(Cl)c(S(=O)(=O)O)cc3Cl)N=C2C)c1,1,valid,aryl chlorine substituent
CONC(C)Cc1c(Cl)cc(Cl)cc1Cl,1,train,aryl chlorine substituent
CC(=O)OCCN(CCC#N)c1ccc(N=Nc2c(Cl)cc([N+](=O)[O-])cc2Cl)cc1,1,valid,aryl chlorine substituent
NC1CCCN(c2ccn3ncc(-c4cccc(Cl)c4)c3n2)C1,1,train,aryl chlorine substituent
Fc1c(Cl)ncnc1Oc1ccccc1Cl,1,train,aryl chlorine substituent
CC1(O)CCC(Nc2ccn3ncc(-c4cccc(Cl)c4)c3n2)CC1,1,train,aryl chlorine substituent
CC(C)(O)C1CCC(Nc2ccc3ncc(-c4cccc(Cl)c4)n3n2)C1,1,train,aryl chlorine substituent
C=CS(=O)(=O)c1ccc(Nc2nc(Cl)nc(Nc3ccc4c(O)c(N=Nc5cc([N+](=O)[O-])ccc5O)c(S(=O)(=O)O)cc4c3)n2)cc1,1,test,aryl chlorine substituent
CC1(C)CCC(=Cc2ccc(Cl)cc2)C1=O,1,valid,aryl chlorine substituent
O=S(=O)(O)OCCS(=O)(=O)c1cccc(Nc2nc(NCCNc3ccc4c(c3S(=O)(=O)O)Oc3c(Cl)c5c(c(Cl)c3=N4)Oc3c(ccc(NCCNc4nc(Nc6cccc(S(=O)(=O)CCOS(=O)(=O)O)c6)nc(Nc6cc(S(=O)(=O)O)ccc6S(=O)(=O)O)n4)c3S(=O)(=O)O)N=5)nc(Nc3cc(S(=O)(=O)O)ccc3S(=O)(=O)O)n2)c1,0,test,aryl chlorine substituent
Nc1cc(Cl)c(OC(F)(F)C(F)C(F)(F)F)cc1Cl,1,train,aryl chlorine substituent
CCCCN(c1nc(Cl)nc(N(CCCCCCN(c2nc(Cl)nc(N(CCCC)C3CC(C)(C)NC(C)(C)C3)n2)C2CC(C)(C)NC(C)(C)C2)C2CC(C)(C)NC(C)(C)C2)n1)C1CC(C)(C)NC(C)(C)C1,1,train,aryl chlorine substituent
COc1cc2c(cc1O)C(CCc1ccc(Cl)cc1)N(C)CC2,1,test,aryl chlorine substituent
OCC1CCC(Nc2ccn3ncc(-c4cccc(Cl)c4)c3n2)CC1,1,train,aryl chlorine substituent
CCCCC(CC)COC(=O)C(C)Oc1ccc(Cl)cc1C,0,test,aryl chlorine substituent
Cc1cc(N)c(S(=O)(=O)O)cc1Cl,0,valid,aryl chlorine substituent
O=C(O)C1CCc2ccc(COc3ccc(-c4[nH]ncc4Cl)nc3)cc2O1,1,train,aryl chlorine substituent
Cc1ccccc1NC(=O)Nc1ccc(CC(=O)N(C)C(CC(C)C)C(=O)NCCC(NC(=O)C2CCCN2S(=O)(=O)c2cc(Cl)cc(Cl)c2)C(=O)O)cc1,1,train,aryl chlorine substituent
CCOc1ccc(-c2cc(C=O)c(O)c(OC)c2)cc1Cl,1,train,aryl chlorine substituent
CCN(CC[N+](C)(C)CC(C)O)c1ccc(N=Nc2ccc([N+](=O)[O-])cc2Cl)cc1,1,train,aryl chlorine substituent
CON=C(C)Cc1c(Cl)cc(Cl)cc1Cl,1,test,aryl chlorine substituent
C=CCN(CC=C)c1cc(NC(C)=O)c(N=Nc2c(Cl)cc([N+](=O)[O-])cc2[N+](=O)[O-])cc1OC,1,test,aryl chlorine substituent
CCN(c1cccc(S(=O)(=O)CCOS(=O)(=O)O)c1)c1nc(Cl)nc(Nc2cc(S(=O)(=O)O)cc3cc(S(=O)(=O)O)c(N=Nc4ccc(S(=O)(=O)CCOS(=O)(=O)O)cc4)c(O)c23)n1,0,test,aryl chlorine substituent
FC(C(F)(F)F)C(F)(F)Oc1cc(Cl)ccc1Cl,0,valid,aryl chlorine substituent
CCN(c1ccc(S(=O)(=O)CCOS(=O)(=O)O)cc1)c1nc(Cl)nc(Nc2cc(S(=O)(=O)O)cc3cc(S(=O)(=O)O)c(N=Nc4ccc5ccccc5c4S(=O)(=O)O)c(O)c23)n1,1,train,aryl chlorine substituent
NCCc1ccc(-c2c(O)cc(Cl)c3[nH]c(=O)c4sccc4c23)cc1Cl,1,train,aryl chlorine substituent
COc1cc(C=O)c(Cl)cc1O,1,valid,aryl chlorine substituent
CCCc1c(O)c(Oc2c(Cl)c(O)c(Cl)c(CCC)c2C(=O)OC)c(Cl)c(OC)c1Cl,1,train,aryl chlorine substituent
CC(=O)Oc1ccc(Cl)cc1Cl,1,train,aryl chlorine substituent
O=S(=O)(c1ccccc1)c1ccc(Cl)cc1,1,train,aryl chlorine substituent
CNC1=Nc2ccc(Cl)cc2C(c2ccc[nH]2)=NC1,1,train,aryl chlorine substituent
O=C1OC2(c3cc(Br)c(O)c(Br)c3Oc3c2cc(Br)c(O)c3Br)c2c(Cl)c(Cl)c(Cl)c(Cl)c21,1,test,aryl chlorine substituent
CC(C)(Oc1ccc(Cl)cc1)C(=O)O,0,train,aryl chlorine substituent
CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc21,1,train,aryl chlorine substituent
Cc1cc(C(C#N)c2ccc(Cl)cc2)c(Cl)cc1NC(=O)c1cc(I)cc(I)c1O,1,train,aryl chlorine substituent
O=C1C(=NNc2cc(Cl)ccc2O)C(S(=O)(=O)O)=Cc2cc(S(=O)(=O)O)cc(O)c21,0,train,aryl chlorine substituent
COc1cc(Nc2c(C#N)cnc3cc(OCCCN4CCN(C)CC4)c(OC)cc23)c(Cl)cc1Cl,1,test,aryl chlorine substituent
CCCCOC(=O)COc1cc(Cl)c(Cl)cc1Cl,1,train,aryl chlorine substituent
CC1(C)CCC(CN2CCN(c3ccc(C(=O)NS(=O)(=O)c4cnc(OCC5(F)CCN(CC(F)F)CC5)c(Cl)c4)c(Oc4cnc(N)c(Cl)c4)c3)CC2)=C(c2ccc(Cl)cc2)C1,0,train,aryl chlorine substituent
CCSC(=O)COc1ccc(Cl)cc1Cl,1,valid,aryl chlorine substituent
CC1(C)CCC(CN2CCN(c3ccc(C(=O)NS(=O)(=O)c4ccc(NC5CCN(C6CCOCC6)CC5)c([N+](=O)[O-])c4)c(Oc4cccc5[nH]c(C(F)(F)F)cc45)c3)CC2)=C(c2ccc(Cl)cc2)C1,0,train,aryl chlorine substituent
CCOP(=O)(OCC)Oc1nc(Cl)c(Cl)cc1Cl,1,train,aryl chlorine substituent
Clc1ccc(N(Cl)Cl)c(Cl)c1Cl,1,train,aryl chlorine substituent
O=c1[nH]cc(Cl)c(=O)[nH]1,1,train,aryl chlorine substituent
CC(=O)C(N=Nc1ccc(-c2ccc(N=NC(C(C)=O)C(=O)Nc3ccc(C)cc3C)c(Cl)c2)cc1Cl)C(=O)Nc1ccc(C)cc1C,0,train,aryl chlorine substituent
O=C=Nc1ccccc1Cl,1,train,aryl chlorine substituent
CC(=O)C(N=Nc1ccc(-c2ccc(N=NC(C(C)=O)C(=O)Nc3ccccc3)c(Cl)c2)cc1Cl)C(=O)Nc1ccccc1,0,train,aryl chlorine substituent
CCCSc1nc(Cl)c([N+](=O)[O-])c(Cl)n1,1,train,aryl chlorine substituent
CC(C)Oc1cc(NNC(=O)C(C)(C)C)c(Cl)cc1Cl,1,train,aryl chlorine substituent
COc1ccccc1NC(=O)C(N=Nc1ccc(-c2ccc(N=NC(C(C)=O)C(=O)Nc3ccccc3OC)c(Cl)c2)cc1Cl)C(C)=O,0,train,aryl chlorine substituent
CC(=O)C(N=Nc1cc(Cl)c(-c2cc(Cl)c(N=NC(C(C)=O)C(=O)Nc3ccc(C)cc3C)cc2Cl)cc1Cl)C(=O)Nc1ccc(C)cc1C,0,train,aryl chlorine substituent
CC(=O)C(N=Nc1ccc(-c2ccc(N=NC(C(C)=O)C(=O)Nc3ccc(C)cc3)c(Cl)c2)cc1Cl)C(=O)Nc1ccc(C)cc1,0,train,aryl chlorine substituent
CC(=O)C(N=Nc1ccc(-c2ccc(N=NC(C(C)=O)C(=O)Nc3ccccc3C)c(Cl)c2)cc1Cl)C(=O)Nc1ccccc1C,0,train,aryl chlorine substituent
CCOc1ccc(NC(=O)C(N=Nc2ccc(-c3ccc(N=NC(C(C)=O)C(=O)Nc4ccc(OCC)cc4)c(Cl)c3)cc2Cl)C(C)=O)cc1,0,train,aryl chlorine substituent
CC(C)(C)C(=O)C(Oc1ccc(Cl)cc1)n1ccnc1,1,train,aryl chlorine substituent
O=[N+]([O-])c1ccc(Cl)cc1C(F)(F)F,1,train,aryl chlorine substituent
Clc1nc2ccccc2s1,1,train,aryl chlorine substituent
COc1cc(NC(=O)CC(C)=O)c(OC)cc1Cl,1,train,aryl chlorine substituent
Cc1ccc(Cl)cc1N,1,valid,aryl chlorine substituent
